City,Year,Unemployment_Rate_%,MSME_Registered_Units,Average_AQI,Road_Density_km_per_1000sqkm,Internet_Penetration_%,Electricity_Access_%,Hospitals_per_100k,Beds_per_1000,Literacy_Rate_%,Student_Teacher_Ratio,Higher_Education_Institutions,Toilet_Access_%,PMAY_Average_Housing_Cost_Lakhs,Crime_Rate_per_100k,IPC_Crime_Cases,Population_Density_per_sqkm,Population_Growth_%,Net_Migration_Rate_%,Livability_Score_0_100,Infrastructure_Index,Healthcare_Index,Education_Index,Economic_Index,Safety_Index,Environmental_Index,Affordability_Index,Population_Pressure,Urbanization_Score,Development_Years,City_Encoded,Education_Economic_Interaction,Health_Safety_Interaction,Environment_Infrastructure_Interaction,Year_Normalized,Is_Recent
Hyderabad,2016,2.84,260774,194,3080.8,82.1,87.2,7.18,3.68,81.4,25.5,122,96.5,9.21,554.9,126680,22260,1.03,4.79,87.72,77.30019120076079,90.9874686716792,69.74273192241833,79.26593045812153,30.59412132582865,35.11705685618729,63.1452581032413,53.92116414311351,83.35,11,9,55.28222538521823,27.836816556713867,27.145552093912652,0.5789473684210527,0
Hyderabad,2017,4.03,75075,292,1741.1,89.6,87.3,3.11,3.59,82.0,31.9,78,83.7,8.27,404.2,193913,8485,3.13,2.45,81.35,69.56465038290204,64.36121553884712,62.82984185963223,47.99251501935445,49.44340212632896,2.341137123745818,66.90676270508203,44.940034849499725,85.87,12,9,30.153621291120647,31.822374612265502,1.628603855118107,0.631578947368421,0
Hyderabad,2018,3.61,291097,163,2027.5,44.3,79.2,4.88,1.88,92.4,29.6,57,84.7,19.14,258.6,34356,2063,3.45,4.48,67.31,59.708155563341506,54.07644110275689,67.9837879822274,79.10311309526836,67.6547842401501,45.484949832775925,23.40936374549819,34.88183918447426,74.00999999999999,13,9,53.777292694028795,36.585299552822015,27.158224604061694,0.6842105263157895,0
Hyderabad,2019,9.68,242672,196,5315.0,51.9,77.8,3.25,0.98,84.3,43.3,17,64.9,14.04,757.0,63915,15709,0.67,1.39,91.37,73.30293307973372,32.613408521303256,53.001237591073405,39.47422687870608,5.315822388993119,34.448160535117054,43.817527010804326,37.54575684993831,72.63,14,9,20.921828775222366,1.7336708719892284,25.251512064256094,0.7368421052631579,0
Hyderabad,2020,10.7,6457,287,4123.4,90.3,86.4,4.85,2.36,88.0,21.8,15,72.3,19.09,281.2,135013,29127,0.88,4.54,65.86,79.07867060413435,59.88847117794486,64.59706998242885,2.391364083263541,64.82801751094433,4.013377926421402,23.609443777510997,66.38833875122452,88.21000000000001,15,9,1.5447511304004178,38.824508582274945,3.173725910533818,0.7894736842105263,1
Hyderabad,2021,9.88,57259,223,5158.2,94.8,92.1,4.73,2.78,93.5,33.4,15,97.2,18.79,589.7,43919,20107,2.08,4.41,50.01,91.8481090144652,64.38659147869674,62.73003212051348,13.648797497675986,26.241400875547217,25.4180602006689,24.80992396958783,58.94750123505833,93.47,16,9,8.561895054355986,16.895943580025737,23.346007642472763,0.8421052631578947,1
Hyderabad,2022,8.09,299827,62,5881.3,63.6,96.8,6.59,2.61,89.9,41.7,86,73.1,18.35,675.1,152694,24136,2.24,5.41,50.65,85.81740927974373,73.91572681704261,64.00860583541315,55.78674728037437,15.559724828017508,79.26421404682274,26.57062825130051,68.47165476775046,84.08,17,9,35.708319175092896,11.501083697360976,68.02249498093398,0.8947368421052632,1
Hyderabad,2023,7.13,6698,131,2705.6,63.0,92.4,4.03,2.24,76.4,28.1,53,62.9,17.07,584.3,124278,14441,2.02,5.68,69.4,66.44221933029681,53.25062656641604,58.6499293796376,21.93170817559369,26.916823014383993,56.18729096989967,31.692677070828324,47.023653801342036,77.18,18,9,12.862931356733904,14.333376906932749,37.33208310197279,0.9473684210526315,1
Hyderabad,2024,6.57,12564,135,2777.0,63.1,89.5,4.97,2.75,90.7,40.0,146,98.2,5.36,277.3,2505,19776,4.09,1.96,88.57,73.00959457430302,65.51535087719299,71.27599489653166,25.77429247930066,65.31582238899311,54.84949832775921,78.55142056822729,76.18861110947374,82.06,19,9,18.37088339216348,42.791890216473014,40.04539635513611,1.0,1
Chennai,2005,3.01,280658,137,1327.4,68.2,81.4,3.35,1.78,91.7,32.6,69,84.4,19.32,327.2,83296,4534,1.22,4.59,53.53,61.58397617498373,43.23997493734336,67.43351523765821,80.9893269059001,59.074421513445905,54.18060200668897,22.6890756302521,19.982470043539863,81.56,0,5,54.61395009996697,25.543765056794587,33.366569031262095,0.0,0
Chennai,2006,6.96,214168,76,3750.0,54.9,99.1,4.64,3.38,84.9,19.2,130,98.1,17.03,682.5,176957,7614,1.35,4.17,64.32,79.09970819360329,71.32268170426065,75.45298810309903,50.53542123229877,14.634146341463417,74.5819397993311,31.852741096438564,27.331761402474115,80.16,1,5,38.130485370257375,10.437465615257656,58.99409674639978,0.05263157894736842,0
Chennai,2007,9.64,270506,138,2031.7,85.3,81.9,6.85,2.16,88.0,20.6,128,78.1,16.73,259.2,147637,26021,1.37,1.07,46.11,67.41917763651834,69.91979949874687,76.48837506015602,43.40562737896459,67.5797373358349,53.84615384615385,33.0532212885154,64.51016963556955,85.36,2,5,33.2002590668362,47.251616846995546,36.302634111971415,0.10526315789473684,0
Chennai,2008,7.96,184092,186,2006.1,62.7,89.9,4.73,3.96,73.7,36.8,86,77.1,19.35,600.1,198259,4723,0.92,4.85,72.18,64.97104309525001,79.13659147869674,56.471233897773956,41.05905516811558,24.94058786741713,37.792642140468224,22.56902761104441,17.68977647775914,75.26,3,5,23.18655508020259,19.737131133023297,24.554273811917227,0.15789473684210525,0
Chennai,2009,4.83,28428,71,5449.8,51.1,83.1,2.97,1.94,71.9,32.0,22,92.0,9.67,501.0,176135,19875,2.63,2.45,60.65,80.8276415235998,42.85902255639098,51.09715772627056,37.3986132414433,37.3358348968105,76.25418060200668,61.304521808723486,63.38093123659315,69.02000000000001,4,5,19.10962839541819,16.00177390004091,61.63445574374833,0.21052631578947367,0
Chennai,2010,8.19,298271,215,3700.5,82.4,86.6,1.89,2.6,95.9,22.7,141,68.0,15.72,212.8,90623,22928,1.89,4.49,82.39,74.58194804544772,44.34210526315789,81.59949569674654,55.032741892921656,73.3833646028768,28.093645484949835,37.09483793517406,62.92539262767362,89.06,5,5,44.90643985271624,32.53972877785458,20.95278807965755,0.2631578947368421,0
Chennai,2011,10.38,74219,149,1592.6,97.6,98.2,5.01,3.49,84.1,34.8,26,90.2,7.55,686.9,156623,21553,0.64,2.32,57.37,74.99136993843535,75.01597744360902,57.57195174088706,13.178878274114119,14.08380237648531,50.16722408026756,69.78791516606643,49.02562347781532,92.38,6,5,7.58733743996323,10.565102013946692,37.62108859787727,0.3157894736842105,0
Chennai,2012,5.56,30854,284,3679.8,57.7,84.9,4.41,2.72,83.9,42.8,104,99.7,22.03,285.5,186188,4374,3.77,2.78,86.26,75.36833925621904,61.63157894736842,61.72767333325873,33.73315017867456,64.29018136335209,5.0167224080267525,11.844737895158053,42.37800044932918,76.34,7,5,20.822688747309815,39.62305388236068,3.7810203640243647,0.3684210526315789,0
Chennai,2013,9.88,242747,247,2384.3,44.7,85.1,2.63,3.02,79.3,44.3,131,92.9,7.65,710.3,184628,15124,2.93,5.09,53.22,64.98403073226888,54.228696741854634,61.013089724793225,38.39133507241696,11.156973108192625,17.391304347826086,69.38775510204081,56.50346834822131,70.66,8,5,23.42373971427977,6.050281112412052,11.301570562133717,0.42105263157894735,0
Chennai,2014,6.77,122605,86,2711.2,44.0,75.6,2.38,3.88,84.8,44.1,92,72.5,15.12,435.7,22027,19583,1.36,4.22,75.56,59.550248761199256,63.41228070175438,60.48257859453167,39.35993926819812,45.50343964978112,71.23745819397993,39.49579831932773,51.47994571936356,69.8,9,5,23.80590620264786,28.854768879672605,42.42208356567037,0.47368421052631576,0
Chennai,2015,3.79,23098,245,3191.0,43.4,99.9,1.88,3.02,96.6,24.5,37,64.9,11.07,215.7,138740,2806,2.54,6.48,83.26,67.60177035887682,49.52944862155388,70.7654526530201,42.370696224054264,73.02063789868669,18.06020066889632,55.70228091236494,28.268452323614607,81.63,10,5,29.983814975188096,36.16671933116093,12.209015382539626,0.5263157894736842,0
Chennai,2016,7.73,95344,205,3540.6,64.7,78.3,7.26,2.24,75.3,27.9,88,93.1,19.67,650.0,3195,13068,2.43,0.62,57.21,72.77160768807248,73.48872180451127,61.5966041790243,30.47764973947549,18.699186991869922,31.438127090301005,21.288515406162457,47.916323594908036,73.02,11,5,18.773197273094148,13.741793508160647,22.878030510631483,0.5789473684210527,0
Chennai,2017,8.96,45447,183,1919.0,40.7,81.0,7.84,3.36,95.9,31.2,30,81.9,14.09,698.8,20518,15158,1.1,2.45,79.66,58.425085339606596,91.12280701754385,66.65752526552585,17.10049854738937,12.595372107567238,38.79598662207358,43.61744697879152,40.26891702340533,74.87,12,5,11.39876913975695,11.47725661872004,22.666588292288846,0.631578947368421,0
Chennai,2018,6.55,115887,148,3189.1,85.5,97.3,7.71,3.32,78.5,36.6,93,70.2,21.82,175.0,180450,14382,3.05,4.46,87.07,76.29226037339207,89.80827067669172,60.143838345401846,39.66600041945457,78.11131957473421,50.50167224080268,12.685074029611842,56.08100341130535,86.24,13,5,23.856655170363172,70.15042531281298,38.528867278870244,0.6842105263157895,0
Chennai,2019,7.91,186110,66,3495.7,48.7,93.4,4.83,2.98,71.1,20.3,146,62.9,6.43,157.9,191343,22387,1.91,2.28,61.44,67.83687171530107,67.51315789473684,68.29105057581896,41.60146342226998,80.25015634771732,77.92642140468227,74.26970788315326,62.0160927298434,71.07,14,5,28.410076425983217,54.17941476580757,52.86284652061923,0.7368421052631579,0
Chennai,2020,9.08,200104,96,1705.4,45.7,91.5,6.47,1.65,70.6,20.2,193,71.8,20.38,556.0,77005,6964,0.99,4.19,81.41,59.48596276089895,61.163847117794475,72.75921209611532,37.07470258369835,30.45653533458411,67.89297658862876,18.447378951580628,22.81805801897763,69.39999999999999,15,5,26.975261486877024,18.62838870942208,40.386790770777544,0.7894736842105263,1
Chennai,2021,7.97,161439,60,5836.1,86.3,82.3,7.87,2.73,85.7,38.2,164,86.3,7.56,369.9,185688,7513,1.99,3.09,65.65,88.42117173031683,83.43577694235589,70.88682185985607,37.982690875197655,53.733583489681045,79.93311036789298,69.74789915966386,32.83029854573887,84.86,16,5,26.924722418281167,44.83303286358485,70.67779278777833,0.8421052631578947,1
Chennai,2022,7.71,283207,110,1431.8,51.5,97.2,5.7,1.71,92.0,41.3,170,96.8,10.04,640.8,92647,25417,3.41,5.16,75.84,65.98652485109365,57.08928571428571,73.88899061006593,55.64628193655492,19.849906191369616,63.21070234113713,59.823929571828735,81.46977798646655,81.41,17,5,41.11647603495189,11.33216965960869,41.71054580888529,0.8947368421052632,1
Chennai,2023,4.01,165782,296,5674.4,42.5,79.1,2.36,3.12,92.1,23.8,106,93.6,19.66,502.5,118479,15742,1.69,3.89,77.38,79.35182191300865,53.78696741854636,75.31193002876297,60.2013547737339,37.148217636022515,1.0033444816053505,21.32853141256502,46.6989504186663,73.32,18,5,45.33880218356183,19.980899716458122,0.7961721262174776,0.9473684210526315,1
Chennai,2024,9.92,192705,240,1632.4,66.8,75.2,3.1,3.12,96.8,20.7,86,92.0,9.08,510.8,146881,18863,1.25,2.63,81.84,62.49057910806347,58.42355889724311,77.50272610267372,31.4975743415244,36.11006879299562,19.732441471571903,63.665466186474596,49.052705596640436,81.32,19,5,24.411478770897688,21.096787309110802,12.330916947744964,1.0,1
Pune,2005,7.21,6542,240,983.6,83.3,80.1,7.73,1.98,78.8,22.0,68,95.1,24.93,389.4,90273,21940,4.04,4.06,63.4,64.63316932779418,73.18358395989975,64.3146162885698,21.473740619013835,51.29455909943715,19.732441471571903,0.24009603841536054,80.09307127985919,80.53999999999999,0,20,13.810753881921501,37.539196725396984,12.753702308828949,0.0,0
Pune,2006,6.01,210207,50,4021.9,60.6,94.9,2.1,2.68,83.0,35.3,22,83.2,16.23,514.4,121094,20617,3.72,2.12,83.78,77.36063716902748,46.65789473684211,56.28722454141531,55.19831401059702,35.65978736710444,83.27759197324414,35.054021608643446,74.58290619578082,79.85000000000001,1,20,31.069598950220254,16.638106053125313,64.42407576952456,0.05263157894736842,0
Pune,2007,6.74,27732,64,2538.0,85.5,92.7,6.63,2.46,81.9,22.0,72,77.4,6.77,293.4,120046,22334,4.49,6.1,75.2,73.09333850543072,72.29135338345864,66.57662633882106,26.868614231128653,63.30206378986867,78.59531772575251,72.90916366546618,84.89396629702838,86.22,2,20,17.888216899077822,45.76191863335637,57.44794163470308,0.10526315789473684,0
Pune,2008,6.08,192672,246,1415.3,63.8,96.0,3.99,2.63,85.9,23.0,78,73.4,5.52,165.7,166507,8919,2.57,2.29,89.21,63.3239381350418,57.875,69.13420711575696,52.47677897672877,79.27454659161977,17.725752508361204,77.91116446578631,40.823561741836286,82.30000000000001,3,20,36.27940506544967,45.88014383989994,11.22464455236527,0.15789473684210525,0
Pune,2009,4.7,131748,268,5178.1,50.8,95.1,4.48,2.35,73.6,20.2,148,79.9,13.74,624.2,153337,5608,2.94,1.31,80.31,80.58771359927925,57.445175438596486,70.0365990307887,51.891013903029105,21.92620387742339,10.367892976588633,45.01800720288115,37.46427620358775,73.21,4,20,36.342701340275305,12.595546284410212,8.355247898253037,0.21052631578947367,0
Pune,2010,8.08,287201,67,1096.7,56.4,81.5,3.11,3.7,76.7,25.3,154,78.0,20.53,192.5,98026,1974,0.75,5.94,51.54,56.81926372691326,65.73621553884712,70.22789918411657,54.15718998753317,75.92245153220762,77.59197324414716,17.847138855542212,10.649486602984092,72.05,5,20,38.033456785395266,49.90854638158874,44.08718790850795,0.2631578947368421,0
Pune,2011,7.03,126273,136,5479.1,41.3,91.6,7.76,2.59,95.3,19.4,89,70.4,19.62,787.8,52049,19971,1.29,3.89,66.8,77.2442955102858,80.99655388471177,77.48329822833544,38.42845455994838,1.4634146341463428,54.51505016722409,21.488595438175263,51.63626332719529,77.99,6,20,29.77563405122517,1.1853154227031002,42.109766448751124,0.3157894736842105,0
Pune,2012,10.76,184515,137,1393.3,48.8,80.6,3.13,3.52,85.2,32.1,31,94.4,19.46,194.0,141859,16762,0.83,3.25,67.78,59.79382251363931,63.61152882205514,59.937136909491784,25.814933358787073,75.73483427141964,54.18060200668897,22.128851540616235,41.087800429198154,72.9,7,20,15.472731950350273,48.1760859308998,32.3966530007009,0.3684210526315789,0
Pune,2013,3.91,283980,262,4278.9,66.8,85.3,5.73,2.55,71.7,31.8,163,78.4,6.04,661.1,41071,8500,1.16,2.48,80.57,76.0469878372291,67.77725563909775,65.23709885731553,76.51442095106485,17.31081926203877,12.374581939799334,75.83033213285314,27.420075254803294,74.31,8,20,49.91578843594873,11.732798224454191,9.410496822667149,0.42105263157894735,0
Pune,2014,6.91,65439,269,5373.8,90.5,81.0,4.43,3.95,90.8,18.7,22,78.6,23.18,500.2,100064,4058,3.13,5.43,62.88,85.01724210420943,77.13189223057644,68.36143389553558,30.969448826898493,37.43589743589744,10.033444816053516,7.242897158863537,36.041244270250836,87.77000000000001,9,20,21.171159287611932,28.87501606580554,8.530158070656467,0.47368421052631576,0
Pune,2015,9.09,289520,100,3521.3,56.7,94.8,5.25,2.83,91.5,28.7,183,81.3,8.16,602.3,158859,10186,3.93,5.94,58.01,73.6650062565694,68.26973684210526,80.50799543373886,48.94739938078973,24.665415884928088,66.5551839464883,67.3469387755102,55.486193648341796,82.05000000000001,10,20,39.40657005842012,16.839014515651233,49.02788041825188,0.5263157894736842,0
Pune,2016,10.86,46509,100,1758.0,91.9,91.4,2.49,2.21,86.6,20.3,177,92.1,15.1,778.6,84134,29539,3.17,4.31,52.8,73.01923920116123,43.2265037593985,80.70662846526619,6.859646745198964,2.6141338336460263,66.5551839464883,39.57583033213285,87.6173980676756,89.63,11,20,5.536189612677452,1.1299986598767076,48.598088966659155,0.5789473684210527,0
Pune,2017,10.0,131109,90,865.6,72.5,88.2,6.18,3.65,72.1,37.8,45,94.3,21.38,501.5,142338,10116,2.38,5.43,66.59,64.15254917663546,84.34680451127818,50.94519658425759,22.844028048896472,37.273295809881176,69.89966555183946,14.445778311324531,41.53702216523987,77.05,12,20,11.63793499727325,31.43883395167092,44.84241731744753,0.631578947368421,0
Pune,2018,5.54,150792,257,2543.1,50.1,92.8,6.87,1.12,76.5,21.8,76,78.0,19.98,573.2,124564,11218,3.87,3.33,91.02,66.18886530857401,57.045112781954884,63.827723248760506,49.841159236983394,28.305190744215125,14.046822742474918,20.048019207683065,57.02611384503188,73.47,13,20,31.812477181755796,16.146727983184974,9.297432585150865,0.6842105263157895,0
Pune,2019,7.89,42248,219,2490.5,79.8,76.7,2.64,3.54,76.1,40.6,63,85.7,18.88,483.2,61756,7166,0.63,2.32,75.7,68.57558886831173,60.79135338345865,53.90702577475349,22.52077341532032,39.56222639149468,26.755852842809368,24.449779911964786,20.01697482376216,77.39,14,20,12.140279129670557,24.050412852017477,18.347983643695446,0.7368421052631579,0
Pune,2020,10.48,262005,241,4899.9,78.6,81.5,7.4,2.95,85.1,21.0,94,78.4,22.29,505.3,76699,29327,0.94,3.04,46.98,80.3752515140898,83.24091478696742,71.15311591364394,37.68150161453926,36.797998749218266,19.39799331103679,10.80432172869148,67.32488342772952,82.07,15,20,26.81156252179473,30.630990782146114,15.591185912432133,0.7894736842105263,1
Pune,2021,8.79,275832,120,5263.4,56.9,97.8,6.4,3.38,70.5,44.0,148,72.2,21.59,333.0,174678,4264,3.31,3.74,49.54,81.50466189498972,82.3502506265664,57.57526272789336,48.760879682488685,58.348968105065666,59.86622073578596,13.605442176870742,38.05889196856546,74.61,16,20,28.074204585624834,48.05052147253687,48.793760800010574,0.8421052631578947,1
Pune,2022,4.56,8659,167,2366.6,74.7,82.4,3.45,3.18,71.3,42.4,171,86.7,16.86,730.0,37880,3290,1.46,5.27,46.63,68.84543770959507,61.36654135338346,61.07951539434365,36.23700491291033,8.69293308317699,44.147157190635454,32.53301320528211,19.619968391758935,75.65,17,20,22.133386994230133,5.33455237530976,30.393303604235953,0.8947368421052632,1
Pune,2023,7.45,298654,263,3511.5,43.7,95.8,5.39,1.17,72.5,42.6,137,93.2,22.58,521.7,103971,13482,1.77,3.11,81.37,73.69595475249011,48.3969298245614,58.29334310751978,59.12754671543551,34.74671669793621,12.040133779264217,9.643857543017209,42.86877953852505,70.85,18,20,34.467423677887865,16.816344096639344,8.873091542105835,0.9473684210526315,1
Pune,2024,7.62,268294,160,3956.9,76.6,89.8,6.07,1.56,83.8,20.8,83,79.5,18.04,767.8,120529,22564,2.53,4.3,48.33,77.96529556033835,57.532581453634094,69.35667513514117,54.14881656793411,3.9649781113195837,46.48829431438127,27.81112444977991,67.89526884427416,83.44,19,20,37.555818796545566,2.281154261513702,36.24473606316732,1.0,1
Ahmedabad,2005,4.66,111746,168,1037.4,48.1,81.9,7.81,1.86,83.0,23.3,126,71.2,9.14,485.8,2095,1222,1.38,0.72,50.08,53.62245207467842,72.18483709273183,72.08469742923972,49.44149473503248,39.23702313946216,43.812709030100336,63.42537014805922,14.750350334247337,72.2,0,0,35.63975188424165,28.32318123325825,23.49344890228386,0.0,0
Ahmedabad,2006,5.38,241762,193,3465.9,57.0,98.3,4.08,1.08,86.7,21.1,75,80.3,22.48,470.8,140749,29791,1.03,2.15,63.55,74.29771510085588,39.06390977443609,70.15902474510638,62.85010829956767,41.11319574734209,35.45150501672241,10.04401760704281,69.05935972755519,81.27,1,0,44.09502303421984,16.060421692129008,26.339658196290042,0.05263157894736842,0
Ahmedabad,2007,6.09,126251,276,4513.0,75.3,82.7,6.85,3.86,92.2,18.0,130,62.0,10.15,188.7,121155,20911,0.96,2.8,66.44,74.85871815406176,91.16979949874687,80.3675092612282,43.562131967024506,76.39774859287054,7.692307692307687,59.38375350140055,50.58590749385119,84.28,2,0,35.009800442986865,69.65167421367678,5.758362934927824,0.10526315789473684,0
Ahmedabad,2008,5.64,40702,154,4706.1,44.1,77.0,3.81,3.81,88.1,36.3,78,83.7,5.2,563.5,182744,18764,3.99,4.84,50.67,72.21523299464437,71.49718045112782,64.52993094649192,34.609631998322335,29.518449030644156,48.49498327759198,79.19167667066827,73.2635035096101,71.57,3,0,22.333571629352374,21.10485876981384,35.020765164626866,0.15789473684210525,0
Ahmedabad,2009,10.17,24600,183,1539.1,40.7,85.6,3.42,2.36,85.6,19.2,33,82.3,11.86,624.0,130806,25522,3.27,3.08,76.63,57.983588768206616,50.92857142857142,66.12424438450604,7.707662400559726,21.95121951219512,38.79598662207358,52.541016406562626,80.43362429797911,72.13,4,0,5.096633522078799,11.1794425087108,22.4953053415116,0.21052631578947367,0
Ahmedabad,2010,4.84,95362,247,3121.4,86.3,95.6,7.07,3.73,81.6,26.6,120,74.8,17.02,608.6,137992,11862,1.17,3.08,51.7,76.52340457480354,90.92324561403508,69.17174916900761,46.272400514709275,23.877423389618514,17.391304347826086,31.89275710284113,34.26717745838911,87.21,5,0,32.00742881851328,21.710128314845903,13.308418186922355,0.2631578947368421,0
Ahmedabad,2011,10.07,107033,88,932.3,77.5,90.9,3.71,1.03,81.1,26.4,138,84.2,12.29,291.6,197619,14166,3.25,1.34,67.82,64.2763997197057,36.12061403508772,70.76988125482646,19.24997868377024,63.52720450281426,70.5685618729097,50.8203281312525,57.42855520522339,82.96,6,0,13.623187056083605,22.946416345742406,45.35893090587927,0.3157894736842105,0
Ahmedabad,2012,2.73,154109,291,2797.9,42.3,75.8,4.02,1.31,70.6,38.4,97,71.6,23.0,225.5,191227,10105,4.05,4.12,83.86,59.52420441463537,41.56296992481202,55.00406665845933,65.63881036795904,71.7948717948718,2.6755852842809347,7.963185274109641,56.392416439657936,63.67,7,0,36.1040150086119,29.840080971659912,1.5926208539032864,0.3684210526315789,0
Ahmedabad,2013,10.86,90079,290,2825.3,62.4,83.5,5.02,1.29,85.0,32.6,154,93.3,13.81,346.5,52607,6644,0.73,2.55,57.7,70.33134841583663,47.578634085213025,71.95622880549742,12.671517928949202,56.66041275797373,3.0100334448160515,44.737895158063225,19.85856203768321,77.77,8,0,9.117946434084315,26.958250457287676,2.1169971095067868,0.42105263157894735,0
Ahmedabad,2014,10.71,169524,136,3818.4,48.1,86.1,5.57,2.36,80.8,44.8,177,84.9,16.39,553.4,41061,12458,0.66,3.35,70.52,71.54206767105461,64.39974937343358,66.31348815346219,24.08848421187634,30.781738586616637,54.51505016722409,34.41376550620247,30.921777699051074,72.58,9,0,15.973914124191229,19.82336250256661,39.001194081544824,0.47368421052631576,0
Ahmedabad,2015,4.44,289388,277,4555.1,70.9,96.7,2.35,3.33,73.4,39.4,62,95.1,23.88,246.7,93072,29448,2.43,5.68,72.67,85.00943941138196,56.34931077694236,52.72104442031987,74.33962775767277,69.14321450906817,7.35785953177257,4.441776710684275,80.84204974988809,79.64,10,0,39.1926281720231,38.96172482488273,6.254875140636796,0.5263157894736842,0
Ahmedabad,2016,5.69,89306,100,4761.4,62.4,87.8,4.7,2.65,93.4,44.5,87,93.1,20.29,522.8,191253,6813,0.94,5.62,65.64,81.27202362480604,62.573621553884706,64.96189231234122,40.81977235706222,34.609130706691694,66.5551839464883,18.807523009203674,22.069095964162898,82.42000000000002,11,0,26.51729656073759,21.656186471494564,54.090744820523085,0.5789473684210527,0
Ahmedabad,2017,9.7,268461,65,5394.0,66.0,87.8,5.57,3.76,70.5,30.9,140,88.9,18.85,237.4,60579,11402,3.72,2.17,54.9,84.31834826567896,81.89974937343358,62.60643193696769,42.804972743380276,70.30644152595372,78.26086956521739,24.569827931172462,56.059672586614695,74.34,12,0,26.798666126221942,57.58079940313573,65.98827255574875,0.631578947368421,0
Ahmedabad,2018,10.64,7614,299,4319.5,88.1,82.4,1.59,3.16,92.5,38.0,37,90.1,20.38,578.1,153457,25531,2.95,1.03,67.92,81.98020121127185,49.462406015037594,62.29208962406688,2.8735669949284044,27.692307692307693,0.0,18.447378951580628,77.60093584628376,88.15,13,0,1.7900049278884071,13.69728166570272,0.0,0.6842105263157895,0
Ahmedabad,2019,3.16,125225,151,1143.3,60.2,77.8,6.75,3.83,72.0,43.8,109,72.0,6.54,475.4,159108,21505,0.7,0.94,63.94,55.50250863406577,90.16823308270676,54.64475159763181,59.43620116667703,40.537836147592245,49.49832775919732,73.8295318127251,49.4636589915343,70.2,14,0,32.4787644865994,36.55225058424673,27.472813638266665,0.7368421052631579,0
Ahmedabad,2020,5.01,73553,120,4978.1,93.9,85.1,7.39,1.83,82.9,24.1,131,99.2,17.07,382.6,129915,4564,4.05,3.52,66.12,89.06666249562039,69.1782581453634,72.17086255330103,42.434301776256504,52.145090681676045,59.86622073578596,31.692677070828324,45.25435486305571,86.86000000000001,15,0,30.62520161039506,36.073065441903694,53.32084477162559,0.7894736842105263,1
Ahmedabad,2021,7.48,189311,67,4349.6,54.0,92.8,6.85,3.37,84.9,32.0,37,91.0,10.43,472.9,57570,4881,3.02,0.83,80.19,78.61085940237248,85.04479949874685,60.40469541471277,44.37817664897642,40.8505315822389,77.59197324414716,58.26330532212884,36.7156155917972,78.0,16,0,26.806502435417393,34.74125267828733,60.99571699448299,0.8421052631578947,1
Ahmedabad,2022,5.2,5039,177,1043.6,56.0,92.7,1.91,3.49,70.1,24.7,150,72.7,7.04,384.2,54808,25438,1.75,5.23,86.92,58.77348465889184,55.59241854636592,66.1331497129299,32.256859630162374,51.94496560350219,40.80267558528428,71.82873149259703,66.72357174765547,72.65,17,0,21.33247727190493,28.87746269206475,23.981154275534458,0.8947368421052632,1
Ahmedabad,2023,6.19,273433,144,5813.2,45.2,92.2,4.71,2.04,87.1,37.0,10,66.7,19.26,583.2,193243,23070,4.3,4.72,59.01,79.1365513789479,55.01127819548872,56.78395608331188,62.648523552916835,27.05440900562851,51.83946488294314,22.929171668667458,84.68076251057568,76.06,18,0,35.574310101131594,14.882976202231655,41.02396476166196,0.9473684210526315,1
Ahmedabad,2024,3.4,235638,211,1050.6,60.9,98.9,4.75,2.18,82.4,23.6,80,74.8,6.05,648.9,83884,24843,3.9,1.77,75.9,62.068521447519906,57.011904761904766,66.967951561818,72.85289038873022,18.836772983114447,29.431438127090303,75.79031612645058,84.68122661344954,80.9,19,0,48.788088346909205,10.739203073349415,18.267658486226598,1.0,1
Kolkata,2005,6.51,264646,103,4324.6,75.2,82.4,2.39,2.89,89.9,26.5,132,75.8,19.26,279.5,178152,9334,1.97,0.85,50.24,76.56572801441514,51.099937343358405,75.40232274960547,59.72777785097306,65.04065040650406,65.55183946488295,22.929171668667458,36.312548961174365,83.24000000000001,0,14,45.03613182635808,33.23573160543636,50.190243113128325,0.0,0
Kolkata,2006,6.88,83939,258,876.4,62.0,83.4,1.63,1.2,81.2,31.3,86,81.2,16.9,156.5,93354,28941,2.58,4.57,59.66,58.04660593623305,25.213032581453632,63.42112253919934,33.60112750144977,80.42526579111944,13.712374581939802,32.37294917967187,81.15922302612833,76.1,1,14,21.310212247247065,20.277648467635625,7.95956803807878,0.05263157894736842,0
Kolkata,2007,9.08,233011,180,5875.3,47.3,75.4,6.51,3.38,73.2,25.2,13,71.7,20.46,486.7,70271,11780,0.51,2.3,75.38,75.82737774663397,83.03947368421052,54.00158834260389,41.46421933934831,39.12445278298937,39.799331103678924,18.12725090036014,28.22261507643409,66.09,2,14,22.391337037109224,32.48873967282183,30.178789136620203,0.10526315789473684,0
Kolkata,2008,10.78,254882,55,5472.5,85.4,94.5,4.48,2.07,78.2,19.8,53,69.9,14.68,635.8,95288,2677,4.33,6.16,81.9,86.80126082386506,53.94517543859649,63.42703405669774,35.0920091208498,20.47529706066292,81.60535117056857,41.25650260104041,43.955695038449285,85.25,3,14,22.257820576260883,11.045434920948402,70.83447371579625,0.15789473684210525,0
